COA2011,AvPTAI2015,PTAL,PTAIHigh,PTAILow
E00004419,15.3723,4,15.3723,15.3723
E00004420,12.9377,3,15.2207,10.8741
E00004421,13.2622,3,14.1147,12.4098
E00004422,16.7476,4,16.8029,16.6924
E00004423,11.8095,3,11.8554,11.7636
E00004424,11.7764,3,11.9659,11.587
E00004425,20.2238,5,21.3477,19.3319
E00004426,15.6395,4,16.7104,14.7695
E00004427,15.5614,4,17.3022,12.6949
E00004428,14.2279,3,14.2279,14.2279
E00004429,16.3101,4,16.8312,15.7889
E00004430,15.8343,4,15.8343,15.8343
E00004431,17.3066,4,17.9725,16.1146
E00004432,19.0488,4,20.0071,18.0904
E00004433,13.0207,3,13.9516,11.8863
E00004435,22.7996,5,22.8018,22.7975
E00004436,19.14,4,22.3232,16.1593
E00004437,23.0651,5,23.1759,22.9542
E00004438,20.3832,5,21.142,19.279
E00004439,13.4897,3,13.924,12.8396
E00004440,13.8219,3,16.8676,10.2356
E00004441,15.0278,4,16.1204,13.9352
E00004442,10.4666,3,10.8339,10.0993
E00004444,11.2639,3,13.9353,8.59249
E00004445,14.5889,3,14.5889,14.5889
E00004446,12.8133,3,13.1041,12.5225
E00004447,11.1419,3,11.1419,11.1419
E00004448,14.9964,3,17.1598,12.8329
E00004450,15.1461,4,15.6724,14.6198
E00004451,12.6088,3,14.172,11.0455
E00004452,13.1148,3,13.7956,12.4339
E00004453,13.4897,3,13.4897,13.4897
E00004454,22.7249,5,25.5236,21.3029
E00004455,10.5007,3,10.5007,10.5007
E00004456,26.0763,6a,29.2729,23.3251
E00004457,12.0102,3,12.0102,12.0102
E00004458,21.7041,5,30.8503,13.3749
E00004459,17.236,4,17.236,17.236
E00004460,15.0738,4,15.0738,15.0738
E00004461,18.8587,4,18.8587,18.8587
E00004462,14.7739,3,15.2121,14.3356
E00004463,18.3583,4,18.3583,18.3583
E00004464,20.3778,5,20.3778,20.3778
E00004465,29.1961,6a,31.8647,26.9508
E00004466,17.8174,4,17.8174,17.8174
E00004467,23.6963,5,23.6963,23.6963
E00004468,23.3497,5,23.3497,23.3497
E00004469,17.0227,4,19.9942,13.3349
E00004470,20.8701,5,22.8058,19.7487
E00004471,18.7906,4,18.7906,18.7906
E00004472,21.583,5,27.524,18.5203
E00004473,16.7077,4,19.574,14.1463
E00004474,30.7932,6b,32.6796,29.495
E00004475,26.4466,6a,26.4466,26.4466
E00004476,26.722,6a,26.722,26.722
E00004477,20.8992,5,20.8992,20.8992
E00004478,28.5452,6a,29.8924,26.8197
E00004479,22.665,5,24.8646,20.4655
E00004480,14.7309,3,15.9874,13.4744
E00004481,9.87296,2,12.4828,7.02736
E00004482,13.2375,3,15.4631,12.3203
E00004483,19.6246,4,20.3512,18.8979
E00004484,20.4444,5,20.4444,20.4444
E00004485,24.0225,5,24.0225,24.0225
E00004486,14.2699,3,14.6389,13.901
E00004487,17.6532,4,17.6532,17.6532
E00004488,18.1885,4,18.1885,18.1885
E00004489,4.85353,1b,13.3477,0
E00004490,23.0524,5,24.7152,21.4954
E00004491,15.8315,4,22.2609,9.54642
E00004492,1.74471,1a,8.65246,0
E00004493,3.08497,1b,3.98611,2.18382
E00004494,10.654,3,20.5753,4.61917
E00004495,7.39525,2,9.22097,3.51021
E00004496,4.84338,1b,6.7882,2.80243
E00004497,22.2699,5,22.2699,22.2699
E00004498,11.0794,3,15.3017,7.92313
E00004499,4.31783,1b,7.05189,2.77916
E00004500,6.95624,2,6.95624,6.95624
E00004501,5.08146,2,5.08146,5.08146
E00004502,17.4329,4,24.7219,10.144
E00004503,5.45425,2,5.74029,5.1682
E00004504,6.13494,2,7.94813,5.30452
E00004505,12.7324,3,14.1146,10.4022
E00004506,11.369,3,11.369,11.369
E00004507,6.0757,2,7.82495,2.85888
E00004508,7.71975,2,12.8932,5.43448
E00004509,8.80644,2,11.2413,7.5764
E00004510,7.76713,2,8.40536,7.15372
E00004511,12.4051,3,16.3142,10.0138
E00004512,15.9841,4,16.8982,15.07
E00004513,19.4807,4,20.0419,18.5558
E00004514,15.0361,4,17.2972,11.5978
E00004515,21.1671,5,21.6479,20.6862
E00004516,16.201,4,18.7302,13.5544
E00004517,11.2824,3,11.5342,11.0305
E00004518,21.3464,5,21.8625,20.8302
E00004519,21.3528,5,21.3528,21.3528
E00004520,56.2827,6b,56.2827,56.2827
E00004521,66.6767,6b,67.5661,65.7873
E00004522,85.114,6b,92.8478,78.3651
E00004523,81.0075,6b,83.707,78.308
E00004524,58.1175,6b,81.9902,33.5773
E00004525,86.2993,6b,106.273,75.6705
E00004526,97.0271,6b,101.756,88.8149
E00004527,93.9128,6b,109.305,74.6854
E00004528,78.0543,6b,78.0543,78.0543
E00004529,86.1349,6b,91.5862,79.1611
E00004530,86.9135,6b,93.6826,83.7143
E00004531,49.5619,6b,51.7895,46.3908
E00004532,39.8658,6b,51.6607,33.2917
E00004534,49.9152,6b,49.9152,49.9152
E00004535,45.5024,6b,53.5002,37.2731
E00004536,51.0393,6b,53.5752,47.4194
E00004537,30.3747,6b,30.3747,30.3747
E00004538,57.44,6b,57.44,57.44
E00004539,50.2885,6b,51.335,49.2419
E00004540,21.1325,5,21.1325,21.1325
E00004541,59.5951,6b,59.5951,59.5951
E00004542,54.3294,6b,54.3294,54.3294
E00004543,49.7501,6b,49.7501,49.7501
E00004544,41.2164,6b,45.0892,38.8964
E00004545,56.6572,6b,56.6572,56.6572
E00004546,65.3085,6b,77.0925,53.5246
E00004547,58.2281,6b,69.1476,54.0731
E00004548,62.735,6b,67.9454,57.5245
E00004549,55.7232,6b,55.7232,55.7232
E00004550,46.2923,6b,46.2923,46.2923
E00004551,55.8605,6b,55.8605,55.8605
E00004552,57.9045,6b,57.9045,57.9045
E00004553,55.3241,6b,57.8527,52.7955
E00004554,68.8023,6b,78.5971,53.6028
E00004555,58.764,6b,58.764,58.764
E00004556,64.083,6b,71.5653,52.6881
E00004557,63.1324,6b,63.1324,63.1324
E00004558,74.6864,6b,74.8905,74.4822
E00004559,72.3563,6b,74.488,70.2246
E00004560,76.5797,6b,76.6565,76.503
E00004561,82.3466,6b,82.3466,82.3466
E00004562,18.641,4,20.8507,16.0518
E00004563,18.2685,4,25.3887,4.24758
E00004564,15.4145,4,19.181,11.6479
E00004565,21.0102,5,21.5,20.5204
E00004566,25.4051,6a,28.884,21.7327
E00004567,17.7968,4,17.7968,17.7968
E00004568,28.1238,6a,29.3436,27.1349
E00004569,23.2897,5,25.8694,21.4166
E00004570,25.4084,6a,29.9687,22.6927
E00004571,26.7986,6a,30.9045,22.6928
E00004572,39.674,6b,39.674,39.674
E00004573,38.6281,6b,42.3699,34.8863
E00004574,30.2942,6b,30.5823,30.0061
E00004575,27.4641,6a,32.4381,22.4901
E00004576,15.8997,4,19.4048,12.3946
E00004577,17.9141,4,23.9881,11.8402
E00004578,23.9753,5,23.9753,23.9753
E00004579,21.5926,5,26.1309,14.7427
E00004580,27.0016,6a,27.6899,26.3133
E00004581,24.3,5,24.5278,24.0723
E00004582,21.219,5,21.3742,21.0637
E00004583,25.405,6a,26.1737,24.6362
E00004584,20.0618,5,28.9016,4.35373
E00004585,17.8305,4,17.8305,17.8305
E00004586,19.0088,4,19.395,18.6226
E00004587,21.8344,5,21.8344,21.8344
E00004588,17.7012,4,18.0874,17.3151
E00004589,20.2928,5,20.2928,20.2928
E00004590,19.7422,4,19.7422,19.7422
E00004591,20.9432,5,20.9432,20.9432
E00004592,19.9908,4,19.9908,19.9908
E00004593,25.7584,6a,28.8952,23.555
E00004594,18.3765,4,18.7704,17.9826
E00004595,22.9988,5,24.3181,21.6796
E00004596,24.2208,5,28.9519,21.4221
E00004597,19.5504,4,21.2076,17.8932
E00004598,20.0561,5,20.0561,20.0561
E00004599,20.5375,5,20.5375,20.5375
E00004600,17.5994,4,17.5994,17.5994
E00004601,21.7357,5,24.0828,19.3885
E00004602,19.3402,4,21.8149,16.8655
E00004603,20.0742,5,20.0742,20.0742
E00004604,29.5963,6a,29.8744,29.3182
E00004605,19.539,4,26.1524,12.9256
E00004606,16.2892,4,21.4982,11.0802
E00004607,25.4094,6a,25.4094,25.4094
E00004608,23.3385,5,23.7338,23.0162
E00004609,29.8714,6a,29.8714,29.8714
E00004610,26.4771,6a,26.8111,26.143
E00004611,24.8608,5,24.8608,24.8608
E00004612,15.2072,4,24.0542,6.36023
E00004613,19.0817,4,28.8401,6.39249
E00004614,23.9085,5,26.1175,22.0758
E00004615,26.6947,6a,26.6947,26.6947
E00004616,26.004,6a,26.004,26.004
E00004617,24.038,5,24.038,24.038
E00004618,27.1416,6a,30.1776,24.1056
E00004619,23.2451,5,23.2451,23.2451
E00004620,24.3386,5,24.3386,24.3386
E00004621,25.4895,6a,25.4895,25.4895
E00004622,24.1998,5,24.1998,24.1998
E00004623,28.5791,6a,32.2398,24.9184
E00004624,29.9003,6a,32.1744,27.4062
E00004625,27.3566,6a,31.5255,21.7613
E00004626,20.3804,5,26.7888,13.972
E00004627,2.36946,1a,2.36946,2.36946
E00004628,28.225,6a,28.225,28.225
E00004629,27.1892,6a,27.1892,27.1892
E00004630,12.5865,3,13.4692,11.7037
E00004631,29.3124,6a,29.3124,29.3124
E00004632,18.7661,4,18.7661,18.7661
E00004633,8.35275,2,17.1919,2.15251
E00004634,26.7076,6a,26.7076,26.7076
E00004635,2.28817,1a,2.28817,2.28817
E00004636,2.10702,1a,2.10702,2.10702
E00004637,23.3227,5,25.4917,21.1537
E00004638,27.9375,6a,27.9375,27.9375
E00004639,24.7946,5,24.7946,24.7946
E00004640,28.3234,6a,32.2293,26.1685
E00004641,12.0481,3,12.0481,12.0481
E00004642,11.1166,3,11.1166,11.1166
E00004643,27.5532,6a,30.5993,24.2318
E00004644,16.8901,4,22.4999,11.2803
E00004645,22.4683,5,22.4683,22.4683
E00004646,78.1787,6b,78.1787,78.1787
E00004647,66.8282,6b,66.8282,66.8282
E00004649,72.0145,6b,72.0145,72.0145
E00004650,81.3405,6b,86.0198,71.5626
E00004651,42.3165,6b,50.4245,34.2086
E00004652,72.6516,6b,72.6516,72.6516
E00004653,70.4204,6b,70.4204,70.4204
E00004654,70.4204,6b,70.4204,70.4204
E00004655,29.9019,6a,29.9019,29.9019
E00004656,43.4149,6b,53.2555,33.5744
E00004658,87.7359,6b,104.091,77.1785
E00004659,82.4732,6b,87.7297,77.2168
E00004660,64.8151,6b,64.8151,64.8151
E00004661,73.6969,6b,77.2446,70.1493
E00004662,99.2134,6b,99.2134,99.2134
E00004663,78.1602,6b,78.1602,78.1602
E00004664,66.7316,6b,66.9986,66.4646
E00004665,79.4559,6b,79.4559,79.4559
E00004666,92.5452,6b,103.096,83.1734
E00004667,94.0428,6b,94.0428,94.0428
E00004668,66.2108,6b,66.2108,66.2108
E00004669,74.7631,6b,74.7631,74.7631
E00004670,65.0309,6b,65.0309,65.0309
E00004671,8.39118,2,8.39118,8.39118
E00004672,86.1494,6b,86.1494,86.1494
E00004673,70.7022,6b,70.7022,70.7022
E00004674,77.8146,6b,79.5129,76.1163
E00004675,61.5742,6b,63.2812,59.8672
E00004676,86.9137,6b,86.9137,86.9137
E00004677,63.4878,6b,66.2758,60.6998
E00004678,56.4656,6b,64.6292,50.1113
E00004679,53.9492,6b,53.9492,53.9492
E00004680,78.5281,6b,78.5281,78.5281
E00004681,29.0899,6a,47.8842,9.09072
E00004682,48.1793,6b,48.1793,48.1793
E00004683,25.3431,6a,25.3431,25.3431
E00004684,22.4062,5,24.0644,20.748
E00004685,36.0128,6b,36.0128,36.0128
E00004686,29.5609,6a,29.5609,29.5609
E00004687,8.74934,2,30.9252,0
E00004688,46.4322,6b,46.4322,46.4322
E00004689,40.5023,6b,40.5023,40.5023
E00004690,35.0509,6b,35.0509,35.0509
E00004691,30.6037,6b,38.3701,22.8372
E00004692,29.2822,6a,29.2822,29.2822
E00004693,35.7684,6b,39.721,31.8157
E00004694,59.3893,6b,100.747,19.674
E00004695,65.2361,6b,65.2361,65.2361
E00004696,35.2312,6b,35.2312,35.2312
E00004697,52.4003,6b,66.1675,38.6331
E00004699,61.1607,6b,85.358,45.9056
E00004700,21.3818,5,21.3818,21.3818
E00004701,52.1421,6b,57.4811,48.5863
E00004702,33.7715,6b,33.7715,33.7715
E00004703,33.0405,6b,37.3975,28.6835
E00004704,43.787,6b,48.5321,40.1497
E00004705,28.4299,6a,35.828,18.7109
E00004706,46.9996,6b,49.8377,42.2548
E00004707,39.9015,6b,43.161,37.3923
E00004708,34.4002,6b,34.4002,34.4002
E00004709,31.0461,6b,31.2464,30.8457
E00004710,28.3685,6a,34.8301,25.1075
E00004711,25.7844,6a,25.7844,25.7844
E00004712,14.3573,3,25.9562,2.9607
E00004713,10.121,3,10.121,10.121
E00004714,13.494,3,15.7553,11.3392
E00004715,16.2321,4,16.2321,16.2321
E00004716,27.0161,6a,29.4082,24.6239
E00004717,16.545,4,16.545,16.545
E00004718,20.6908,5,25.0469,16.3348
E00004719,21.8235,5,27.2602,16.3869
E00004720,19.4361,4,19.4361,19.4361
E00004721,33.7497,6b,33.7497,33.7497
E00004722,42.8259,6b,42.8259,42.8259
E00004723,63.3779,6b,63.3779,63.3779
E00004724,85.2237,6b,85.2237,85.2237
E00004725,26.6008,6a,31.2435,21.9582
E00004726,69.6988,6b,76.2395,57.915
E00004727,74.5542,6b,79.7736,69.3347
E00004728,79.8812,6b,79.8812,79.8812
E00004729,78.2183,6b,78.2183,78.2183
E00004730,74.0404,6b,74.0404,74.0404
E00004731,85.527,6b,118.512,47.7357
E00004732,14.4872,3,31.1768,7.08342
E00004733,23.8091,5,29.7048,17.9133
E00004734,43.8231,6b,115.89,0
E00004735,5.15728,2,5.15728,5.15728
E00004736,29.5608,6a,29.5608,29.5608
E00004738,22.9059,5,29.1357,16.6762
E00004739,4.35418,1b,5.75404,2.95432
E00004740,30.4478,6b,42.0171,2.50826
E00004741,34.0272,6b,34.0272,34.0272
E00004742,32.439,6b,33.2455,31.6324
E00004743,33.4349,6b,35.5911,31.2786
E00004744,51.0568,6b,52.4874,49.6261
E00004745,47.9917,6b,47.9917,47.9917
E00004746,41.3227,6b,41.3227,41.3227
E00004747,38.1968,6b,38.1968,38.1968
E00004748,49.6694,6b,61.795,39.9326
E00004749,51.878,6b,56.8751,46.2135
E00004750,44.5245,6b,56.9799,24.6801
E00004751,54.0306,6b,54.0306,54.0306
E00004752,52.4978,6b,52.4978,52.4978
E00004753,25.6462,6a,25.6462,25.6462
E00004754,44.5869,6b,52.9095,28.6913
E00004755,40.0842,6b,40.0842,40.0842
E00004756,54.6651,6b,54.6651,54.6651
E00004757,39.3878,6b,39.3878,39.3878
E00004758,37.0951,6b,37.0951,37.0951
E00004759,33.4759,6b,33.4759,33.4759
E00004760,44.3133,6b,44.3133,44.3133
E00004761,36.4528,6b,36.4528,36.4528
E00004762,72.7731,6b,72.7731,72.7731
E00004763,55.2984,6b,55.2984,55.2984
E00004764,54.0733,6b,54.0733,54.0733
E00004765,64.5454,6b,64.5454,64.5454
E00004766,23.082,5,23.082,23.082
E00004767,32.9606,6b,34.746,31.1753
E00004768,30.518,6b,30.8903,30.1457
E00004769,17.7769,4,17.7769,17.7769
E00004770,14.7246,3,15.8516,13.5976
E00004771,12.3856,3,21.0391,6.47622
E00004772,5.3614,2,9.98909,0
E00004773,12.5675,3,16.1778,8.95726
E00004774,28.8416,6a,28.8416,28.8416
E00004775,18.7755,4,19.3183,18.2326
E00004776,24.4564,5,28.653,20.2597
E00004777,27.3656,6a,32.2799,22.4513
E00004778,22.7093,5,30.7282,19.3137
E00004779,30.2324,6b,30.8327,29.6321
E00004780,27.9947,6a,33.4819,22.5075
E00004781,28.467,6a,29.3166,27.6175
E00004782,18.829,4,22.7431,15.7574
E00004783,5.14363,2,7.11762,2.39559
E00004784,3.84767,1b,7.00356,2.74477
E00004785,37.5992,6b,38.5389,36.6594
E00004786,46.7136,6b,47.9904,45.4368
E00004787,36.1602,6b,36.5176,35.4661
E00004788,38.4103,6b,38.4103,38.4103
E00004789,38.7209,6b,38.7209,38.7209
E00004790,35.3567,6b,35.3567,35.3567
E00004791,38.066,6b,42.0943,35.4773
E00004792,33.5768,6b,36.7616,30.392
E00004793,35.4321,6b,36.3102,34.554
E00004794,28.375,6a,31.1972,25.4185
E00004795,33.0102,6b,33.0102,33.0102
E00004796,32.7841,6b,32.7841,32.7841
E00004797,38.3414,6b,40.5492,37.2358
E00004798,28.1889,6a,30.3388,26.0391
E00004799,31.6186,6b,32.9437,30.2935
E00004801,28.1893,6a,30.1541,26.2246
E00004802,30.1507,6b,30.9549,29.3465
E00004803,25.339,6a,25.5219,25.1562
E00004804,24.8243,5,24.8243,24.8243
E00004805,31.703,6b,31.703,31.703
E00004806,23.6245,5,24.6017,22.3052
E00004807,31.9178,6b,31.9178,31.9178
E00004808,37.8855,6b,39.0281,36.7429
E00004809,30.1164,6b,32.4534,26.3905
E00004810,18.4283,4,18.4283,18.4283
E00004811,19.2,4,20.7971,16.153
E00004812,26.392,6a,30.9042,23.1915
E00004813,27.2468,6a,30.9566,23.4385
E00004814,24.5041,5,24.5041,24.5041
E00004815,30.5417,6b,42.3644,9.79506
E00004816,18.2288,4,18.2288,18.2288
E00004817,18.17,4,18.17,18.17
E00004818,23.9955,5,23.9955,23.9955
E00004819,18.357,4,18.5445,18.1695
E00004820,25.4656,6a,26.4234,24.5078
E00004821,19.2878,4,19.2878,19.2878
E00004822,13.3263,3,18.1331,8.51956
E00004823,34.2357,6b,34.2357,34.2357
E00004824,23.9209,5,27.3554,20.4865
E00004825,20.5208,5,20.5208,20.5208
E00004826,21.6968,5,21.6968,21.6968
E00004827,30.0572,6b,34.2837,25.8307
E00004828,24.4906,5,24.4906,24.4906
E00004829,25.4078,6a,28.9665,23.3341
E00004830,25.6377,6a,26.3734,24.9021
E00004831,25.8931,6a,30.9045,20.8817
E00004832,26.6694,6a,32.8919,22.6946
E00004833,23.2041,5,25.8447,18.0994
E00004834,25.8348,6a,25.8348,25.8348
E00004835,33.9629,6b,41.9896,23.7155
E00004836,24.244,5,24.7448,23.7431
E00004837,22.08,5,24.8613,19.5921
E00004838,22.1595,5,22.1595,22.1595
E00004839,22.2435,5,26.6057,17.9269
E00004840,28.988,6a,36.2256,23.8403
E00004841,22.7702,5,26.0581,19.4823
E00004842,21.0595,5,21.0595,21.0595
E00004843,21.8298,5,21.8298,21.8298
E00004844,24.5964,5,24.5964,24.5964
E00004845,32.8044,6b,33.6811,31.9277
E00004846,25.8989,6a,25.8989,25.8989
E00004847,30.7722,6b,30.7722,30.7722
E00004848,28.4102,6a,33.0153,20.1635
E00004849,23.7999,5,23.9806,23.6193
E00004850,25.9774,6a,28.5534,24.1461
E00004851,23.3074,5,23.3074,23.3074
E00004852,17.4666,4,17.467,17.4661
E00004853,27.6354,6a,27.6354,27.6354
E00004854,4.1541,1b,4.29984,4.00835
E00004855,4.06536,1b,4.14253,3.9882
E00004856,14.6572,3,14.6572,14.6572
E00004857,9.14574,2,12.4999,7.15068
E00004858,9.71303,2,13.6134,5.75536
E00004859,11.9418,3,12.8625,10.8262
E00004860,14.7273,3,14.7273,14.7273
E00004861,17.8368,4,18.0723,17.3816
E00004862,10.2639,3,10.5592,9.91895
E00004863,9.08751,2,10.6259,7.54911
E00004864,13.8479,3,17.0302,11.1359
E00004865,3.91746,1b,4.5711,3.39915
E00004866,5.05368,2,7.39247,3.14923
E00004867,6.64157,2,7.58706,5.905
E00004868,15.3086,4,15.8849,14.7324
E00004869,3.83076,1b,3.85696,3.80457
E00004870,7.18844,2,7.3892,6.80748
E00004871,10.5611,3,11.092,10.0272
E00004872,7.17903,2,7.21083,7.14724
E00004873,8.09879,2,8.51518,7.37794
E00004874,5.32522,2,9.77586,2.46417
E00004875,12.3268,3,13.6682,10.9854
E00004876,8.13123,2,8.43273,7.82973
E00004877,4.51589,1b,6.38101,2.65076
E00004878,10.6614,3,13.3753,8.53761
E00004879,7.80805,2,8.90561,6.71049
E00004880,7.4348,2,7.4348,7.4348
E00004881,7.4071,2,8.26422,6.54998
E00004882,13.6801,3,15.8333,11.0643
E00004883,15.4869,4,17.9551,13.0188
E00004884,9.87284,2,11.0048,8.65246
E00004885,12.6269,3,14.3621,9.29758
E00004886,13.8481,3,16.2214,11.4748
E00004887,16.5114,4,18.2257,15.6602
E00004888,38.27,6b,38.27,38.27
E00004889,35.4434,6b,35.4434,35.4434
E00004890,14.525,3,17.7927,11.2572
E00004891,16.9317,4,18.6114,14.498
E00004892,26.4106,6a,36.3234,17.3164
E00004893,10.7293,3,10.7293,10.7293
E00004894,45.7255,6b,45.7255,45.7255
E00004895,16.716,4,17.0487,16.3994
E00004896,17.6665,4,18.2264,17.3839
E00004897,16.144,4,16.3402,15.9479
E00004898,45.9856,6b,48.1036,42.6434
E00004899,18.1913,4,19.0277,17.3549
E00004900,19.6528,4,21.6899,17.7097
E00004901,16.8339,4,17.3924,16.2754
E00004902,38.7224,6b,43.6687,33.7119
E00004903,42.4042,6b,50.3302,34.3318
E00004904,17.5097,4,21.8865,15.2868
E00004905,44.4329,6b,45.0087,43.8571
E00004906,44.4362,6b,46.9626,42.576
E00004907,16.9657,4,17.6469,16.2845
E00004908,43.2222,6b,45.1049,41.3395
E00004909,48.5721,6b,54.5225,45.0821
E00004910,56.695,6b,69.2844,48.4907
E00004911,48.763,6b,48.763,48.763
E00004912,19.0797,4,19.0797,19.0797
E00004913,3.30302,1b,4.03701,2.56904
E00004914,13.4914,3,14.2382,12.9825
E00004916,8.89126,2,9.53409,8.24843
E00004917,12.459,3,14.8909,9.22787
E00004918,6.26923,2,8.8078,1.87393
E00004920,9.30428,2,10.0206,8.49232
E00004921,1.35311,1a,5.3418,0
E00004922,13.4745,3,17.8506,9.15782
E00004923,1.75663,1a,2.06281,1.58704
E00004924,7.75379,2,8.16417,7.25455
E00004925,1.00076,1a,2.19022,0
E00004926,17.8232,4,19.9407,16.7289
E00004927,2.26086,1a,2.43149,2.05319
E00004928,3.45723,1b,9.09008,0
E00004929,15.7871,4,17.6828,13.9924
E00004930,15.0077,4,15.6331,14.3614
E00004931,11.465,3,13.4887,9.24962
E00004932,15.2699,4,16.0643,14.4755
E00004933,15.9598,4,16.5417,15.4469
E00004934,12.1876,3,14.4114,10.2184
E00004935,10.3931,3,12.7994,6.90317
E00004936,12.4634,3,14.2647,10.6622
E00004937,7.04208,2,10.0968,2.81843
E00004938,13.3171,3,15.7135,9.51965
E00004939,11.3564,3,12.5103,10.3751
E00004940,9.71261,2,12.3941,7.26114
E00004941,9.33127,2,10.9162,8.32521
E00004942,13.5121,3,15.3066,12.1877
E00004943,10.0795,3,14.7121,7.09727
E00004944,8.72116,2,9.96199,7.84715
E00004945,7.86983,2,10.697,1.89023
E00004946,6.52687,2,11.277,3.09675
E00004947,4.3832,1b,6.70337,3.11335
E00004948,2.30958,1a,3.16452,1.82715
E00004949,1.8165,1a,1.95703,1.7011
E00004950,9.81415,2,13.5641,8.32701
E00004951,1.85192,1a,2.04127,1.66258
E00004952,2.57181,1b,2.98953,2.11528
E00004953,7.38514,2,12.5119,2.91098
E00004954,2.27043,1a,2.87704,1.59485
E00004955,1.73158,1a,2.2223,1.50935
E00004956,16.8748,4,17.764,15.9856
E00004957,15.7481,4,15.8399,15.6563
E00004958,14.9421,3,16.8363,13.4861
E00004959,13.6873,3,16.514,12.3847
E00004960,13.8998,3,15.6625,12.5299
E00004961,13.2576,3,13.6541,12.8611
E00004962,3.95465,1b,5.35179,2.30342
E00004963,4.83453,1b,4.97024,4.69882
E00004964,5.03206,2,5.91563,4.36514
E00004965,10.741,3,14.8087,5.34201
E00004966,14.9693,3,19.3002,10.6384
E00004967,10.2562,3,11.1853,9.32699
E00004968,6.67748,2,9.4078,5.23577
E00004969,6.96516,2,12.4531,3.37633
E00004970,12.1983,3,12.1983,12.1983
E00004971,6.31096,2,9.2569,2.37668
E00004973,10.4712,3,10.5739,10.3685
E00004974,5.23609,2,9.08765,3.21621
E00004975,9.30611,2,12.5191,3.33495
E00004976,3.56544,1b,4.78952,2.98014
E00004977,12.6158,3,15.2817,10.3674
E00004978,4.6516,1b,4.6516,4.6516
E00004979,5.66121,2,6.34139,5.08494
E00004980,5.65196,2,8.54604,3.7752
E00004981,14.8208,3,15.8068,13.4918
E00004982,5.72526,2,7.04355,4.40697
E00004983,10.9177,3,10.9177,10.9177
E00004984,17.1464,4,17.7296,16.5633
E00004985,8.80725,2,12.4588,2.13275
E00004986,10.158,3,10.158,10.158
E00004987,15.2607,4,15.8055,14.9226
E00004988,17.9714,4,18.398,17.6625
E00004989,14.1805,3,14.5459,13.8152
E00004990,8.66897,2,13.0691,6.46652
E00004992,8.75892,2,10.5658,6.66841
E00004993,5.1572,2,5.1572,5.1572
E00004994,5.017,2,5.75567,4.47993
E00004995,13.0415,3,13.5805,12.4919
E00004996,12.5011,3,16.3499,8.65241
E00004998,15.7116,4,17.2453,14.1779
E00004999,14.9992,3,15.783,14.2155
E00005000,16.7105,4,18.5454,14.9099
E00005001,16.5468,4,17.1157,15.9779
E00005002,15.0058,4,15.8318,14.3166
E00005003,15.9022,4,17.1001,14.7042
E00005004,13.1015,3,14.3531,12.2632
E00005005,14.3802,3,16.0707,13.2222
E00005006,17.8123,4,22.7967,12.8279
E00005007,25.6898,6a,26.2419,24.9666
E00005008,14.8366,3,23.1015,10.5065
E00005009,7.92108,2,12.0796,5.93019
E00005010,9.8526,2,30.7734,2.53719
E00005011,44.2009,6b,53.663,32.2954
E00005012,5.01891,2,5.32161,4.71621
E00005013,9.4952,2,10.0252,9.05058
E00005014,12.6733,3,12.6733,12.6733
E00005015,28.4729,6a,31.0888,25.2743
E00005016,36.8155,6b,41.8252,31.8058
E00005017,7.57992,2,8.47368,6.68615
E00005018,31.3858,6b,33.1556,29.9906
E00005019,41.6285,6b,44.8379,35.81
E00005020,26.3634,6a,29.0229,23.7039
E00005021,7.84373,2,11.6559,4.67268
E00005022,7.15237,2,7.91727,6.13276
E00005023,28.1215,6a,29.7778,26.4651
E00005024,6.13403,2,8.47477,4.63645
E00005025,11.8103,3,12.9721,10.6486
E00005026,7.31228,2,11.1403,4.58111
E00005027,10.6659,3,10.6659,10.6659
E00005028,39.6615,6b,45.9024,31.522
E00005029,14.0909,3,22.1179,5.52558
E00005030,24.0833,5,24.0833,24.0833
E00005031,45.3859,6b,58.9599,24.5617
E00005032,21.4782,5,23.694,17.4281
E00005033,44.2276,6b,47.7586,40.6966
E00005034,21.2692,5,25.1463,16.0111
E00005035,57.0607,6b,60.9077,52.9286
E00005036,41.8503,6b,51.0517,25.2639
E00005039,7.03037,2,7.39826,6.80576
E00005040,8.57667,2,9.52979,8.08784
E00005041,11.7098,3,13.0926,9.66691
E00005042,8.80857,2,9.72471,7.74325
E00005043,9.48812,2,11.3794,5.8395
E00005044,8.80548,2,8.80548,8.80548
E00005045,11.7196,3,11.7196,11.7196
E00005046,12.6896,3,12.9064,12.4334
E00005047,7.861,2,10.3688,2.71595
E00005048,12.0101,3,12.0884,11.9318
E00005049,10.2345,3,10.8446,9.46931
E00005050,17.5899,4,26.7437,12.0155
E00005051,8.52634,2,9.6832,7.28865
E00005052,8.90142,2,10.746,7.17504
E00005053,12.5106,3,13.0777,11.9435
E00005054,23.7673,5,23.7673,23.7673
E00005055,8.7097,2,13.8415,3.90386
E00005056,3.75948,1b,5.00527,2.89795
E00005057,2.42098,1a,3.88278,0
E00005058,5.50449,2,6.13902,5.037
E00005059,0.908571,1a,2.88611,0
E00005060,0,0,0,0
E00005061,6.41277,2,10.482,2.49175
E00005062,1.15557,1a,3.46672,0
E00005063,6.16722,2,6.70155,5.50554
E00005064,6.78771,2,9.18875,2.99036
