COA2011,AvPTAI2015,PTAL,PTAIHigh,PTAILow
E00014536,28.1419,6a,28.9713,27.3126
E00014537,28.4207,6a,30.7993,24.6326
E00014538,17.4893,4,22.8083,12.1703
E00014539,11.5768,3,17.0616,6.09187
E00014540,27.2285,6a,27.2285,27.2285
E00014541,27.943,6a,27.943,27.943
E00014542,19.5914,4,19.5914,19.5914
E00014543,26.8097,6a,26.8097,26.8097
E00014544,6.08567,2,6.08567,6.08567
E00014545,32.3045,6b,32.3045,32.3045
E00014546,13.3413,3,15.8226,10.8599
E00014547,35.1455,6b,35.1455,35.1455
E00014548,20.1834,5,20.1834,20.1834
E00014549,20.8693,5,20.8693,20.8693
E00014550,28.2315,6a,28.5071,27.9559
E00014551,36.3122,6b,38.2065,34.4179
E00014552,29.738,6a,32.305,27.0894
E00014553,32.8868,6b,34.3025,31.4712
E00014554,37.0945,6b,37.0945,37.0945
E00014555,36.4925,6b,36.4925,36.4925
E00014556,38.6302,6b,41.3878,32.8675
E00014557,33.2665,6b,37.0407,26.7877
E00014558,14.0506,3,15.3704,12.1234
E00014559,31.5972,6b,31.5972,31.5972
E00014560,12.6857,3,15.0926,10.2787
E00014561,36.1476,6b,36.1476,36.1476
E00014562,12.171,3,12.171,12.171
E00014563,23.5731,5,35.7513,0
E00014564,34.5556,6b,34.5556,34.5556
E00014565,35.9925,6b,35.9925,35.9925
E00014566,16.1026,4,17.2939,14.9114
E00014567,33.8705,6b,33.8705,33.8705
E00014568,22.6753,5,22.6753,22.6753
E00014569,31.9699,6b,31.9699,31.9699
E00014570,25.6439,6a,25.6439,25.6439
E00014571,21.8937,5,21.8937,21.8937
E00014572,18.2136,4,32.3869,0
E00014573,25.7908,6a,31.4787,20.1029
E00014574,13.165,3,17.9507,8.37921
E00014575,34.4034,6b,34.4034,34.4034
E00014576,39.3181,6b,39.3181,39.3181
E00014577,40.4241,6b,40.4241,40.4241
E00014578,25.8381,6a,27.0831,24.1462
E00014579,27.367,6a,34.294,8.86901
E00014580,35.1048,6b,35.3175,34.8922
E00014581,17.8955,4,24.861,12.79
E00014582,32.1047,6b,32.1047,32.1047
E00014583,33.5571,6b,37.5375,29.5767
E00014584,32.4879,6b,34.722,30.0502
E00014585,28.8775,6a,28.8775,28.8775
E00014586,25.558,6a,25.8953,25.2207
E00014587,33.7227,6b,33.7227,33.7227
E00014588,30.6985,6b,30.6985,30.6985
E00014589,29.145,6a,29.947,28.343
E00014590,24.855,5,27.7794,20.9374
E00014591,21.8865,5,22.1089,21.6641
E00014592,21.4629,5,24.9617,18.7901
E00014593,21.402,5,21.402,21.402
E00014594,19.4576,4,22.2924,10.2435
E00014595,18.9843,4,18.9843,18.9843
E00014596,15.5999,4,29.0359,3.09777
E00014597,31.2349,6b,31.2349,31.2349
E00014598,10.0326,3,10.9823,9.08299
E00014599,12.2601,3,12.2601,12.2601
E00014600,12.1877,3,12.1877,12.1877
E00014601,20.1437,5,20.1742,20.1131
E00014602,13.4331,3,13.4331,13.4331
E00014603,3.96752,1b,4.50499,3.43004
E00014604,12.9298,3,12.9298,12.9298
E00014605,11.0417,3,11.9683,10.115
E00014606,9.70495,2,9.70495,9.70495
E00014607,12.2946,3,12.7977,11.7915
E00014609,5.26894,2,10.0249,3.43515
E00014611,7.42506,2,11.3745,3.54893
E00014612,9.86231,2,9.86231,9.86231
E00014613,4.07952,1b,4.07952,4.07952
E00014614,20.8692,5,22.2699,19.4686
E00014615,0.566317,1a,2.26527,0
E00014616,12.3777,3,15.5484,9.20698
E00014617,17.9689,4,17.9689,17.9689
E00014618,18.271,4,19.1385,17.4034
E00014619,4.77526,1b,4.77526,4.77526
E00014620,4.68084,1b,9.39021,0
E00014621,13.6322,3,18.2969,10.4246
E00014622,13.6784,3,15.6488,9.88255
E00014623,17.3849,4,20.0734,15.7471
E00014624,5.55094,2,5.55094,5.55094
E00014625,6.30218,2,6.30218,6.30218
E00014626,17.4843,4,17.4843,17.4843
E00014627,5.12908,2,5.12908,5.12908
E00014628,18.2979,4,22.3594,15.4502
E00014629,5.90805,2,5.90805,5.90805
E00014630,5.52034,2,5.52034,5.52034
E00014631,3.66129,1b,3.84745,3.47514
E00014632,5.25825,2,5.25825,5.25825
E00014633,9.52201,2,13.3233,6.50788
E00014634,18.6387,4,18.6387,18.6387
E00014635,6.84556,2,6.84556,6.84556
E00014636,10.5745,3,16.7026,6.49155
E00014637,8.66548,2,9.92124,7.40971
E00014638,8.20227,2,9.57937,7.11905
E00014639,17.4432,4,18.2791,16.6073
E00014640,7.30635,2,9.84213,6.00763
E00014641,5.42078,2,5.42078,5.42078
E00014642,20.8485,5,22.452,19.2451
E00014643,11.5812,3,11.5812,11.5812
E00014644,17.143,4,17.143,17.143
E00014645,17.3941,4,17.3941,17.3941
E00014646,38.3315,6b,40.0402,36.6228
E00014647,26.8525,6a,29.5235,24.1815
E00014648,32.5914,6b,39.1176,29.245
E00014649,29.5801,6a,29.5801,29.5801
E00014650,26.2875,6a,26.2875,26.2875
E00014651,33.8725,6b,34.208,33.537
E00014652,31.8556,6b,36.1873,28.0286
E00014653,32.8925,6b,32.9792,32.8057
E00014654,16.8145,4,16.8145,16.8145
E00014655,26.195,6a,26.195,26.195
E00014656,34.2862,6b,34.2862,34.2862
E00014657,17.9586,4,17.9586,17.9586
E00014658,18.6762,4,20.7643,16.629
E00014659,27.8454,6a,37.5195,18.1713
E00014660,21.3075,5,22.0922,20.5228
E00014661,18.4595,4,19.2257,17.6933
E00014662,21.4671,5,24.3629,19.4905
E00014663,18.5065,4,18.5065,18.5065
E00014664,15.2071,4,18.4528,12.4845
E00014665,23.2826,5,23.2826,23.2826
E00014666,19.0107,4,19.0107,19.0107
E00014667,22.3823,5,22.3823,22.3823
E00014668,19.1129,4,19.468,18.7579
E00014669,21.2091,5,21.8854,20.5329
E00014670,15.6827,4,17.7336,13.4904
E00014671,19.2196,4,19.2196,19.2196
E00014672,19.1403,4,19.1403,19.1403
E00014673,21.8265,5,21.8265,21.8265
E00014675,2.80466,1b,3.6452,2.09331
E00014676,6.84509,2,9.56722,4.12295
E00014677,3.60222,1b,9.73774,0
E00014678,3.81967,1b,9.3486,1.91699
E00014679,3.07975,1b,4.50765,1.87799
E00014680,7.42428,2,12.8449,0
E00014681,7.77709,2,12.3394,3.35506
E00014682,3.28692,1b,4.8577,2.31214
E00014683,2.52372,1b,6.229,0
E00014684,5.27637,2,5.67874,4.874
E00014685,11.2559,3,13.3162,8.78169
E00014686,10.0657,3,10.6504,9.23321
E00014687,6.57681,2,9.86159,4.45659
E00014688,4.70445,1b,5.11644,4.40009
E00014689,11.7786,3,13.7251,9.94661
E00014690,3.0945,1b,11.2966,0
E00014691,11.7687,3,12.3624,11.4635
E00014692,4.41459,1b,5.34553,2.06952
E00014693,3.74938,1b,5.39063,2.0452
E00014694,3.36514,1b,3.82403,2.99047
E00014695,0.325836,1a,2.93253,0
E00014696,2.92703,1b,5.6739,0
E00014697,2.81467,1b,3.4298,2.35135
E00014698,0.958777,1a,2.39736,0
E00014699,3.36838,1b,5.18333,2.25153
E00014700,2.62577,1b,3.19527,2.09704
E00014701,4.29453,1b,8.67423,2.85585
E00014702,12.2197,3,15.0729,6.85207
E00014703,2.00874,1a,2.52765,0
E00014704,20.4972,5,20.4972,20.4972
E00014705,5.15024,2,5.28469,5.01579
E00014706,1.71834,1a,2.42915,0
E00014707,7.38716,2,16.0652,4.60421
E00014708,4.8056,1b,5.196,4.50109
E00014709,13.9918,3,13.9918,13.9918
E00014710,4.79241,1b,5.52365,4.41689
E00014711,5.27863,2,5.27863,5.27863
E00014712,5.19222,2,5.20377,5.18067
E00014713,2.36511,1a,4.12012,0
E00014714,8.73267,2,10.6816,4.98458
E00014715,8.23054,2,9.93573,6.52535
E00014716,9.76723,2,13.113,6.42141
E00014717,5.38055,2,6.17994,4.75469
E00014718,5.06585,2,5.63018,4.70526
E00014719,5.67351,2,6.4911,4.98148
E00014720,4.35787,1b,5.32398,3.83931
E00014721,5.39631,2,6.15617,4.98524
E00014722,3.77615,1b,5.64906,2.48188
E00014723,3.12273,1b,6.12835,2.41495
E00014724,8.88949,2,14.1705,5.84489
E00014725,5.22313,2,7.44663,2.94884
E00014726,14.3589,3,14.4566,14.2611
E00014727,18.0346,4,20.5836,15.465
E00014728,19.4987,4,20.4869,18.5105
E00014729,4.00583,1b,4.73989,2.30791
E00014730,15.5913,4,15.7858,15.3968
E00014731,10.2923,3,14.8114,5.77307
E00014732,3.66507,1b,6.2296,2.15831
E00014733,16.6956,4,18.3347,14.1254
E00014734,2.72244,1b,3.36733,2.31473
E00014735,6.17937,2,6.17937,6.17937
E00014736,1.97069,1a,2.89845,0
E00014737,0,0,0,0
E00014738,3.05168,1b,4.5306,0.864507
E00014739,12.3605,3,15.4161,9.90984
E00014740,8.70363,2,11.8298,5.67921
E00014741,3.67955,1b,3.86002,3.49908
E00014742,5.92046,2,9.50561,4.50492
E00014743,3.78929,1b,4.30239,3.27619
E00014744,15.7157,4,16.9113,13.9435
E00014745,14.8711,3,15.3119,13.5551
E00014746,12.3128,3,14.6438,10.7613
E00014747,2.52716,1b,5.27113,0.91507
E00014748,4.23066,1b,4.50756,3.75879
E00014749,8.17505,2,15.2663,3.83867
E00014750,1.35632,1a,3.25655,0.855252
E00014751,3.59402,1b,3.91497,3.26908
E00014752,7.06606,2,10.1109,2.77425
E00014753,8.33873,2,10.7851,5.08117
E00014754,10.2146,3,10.9434,9.82075
E00014755,13.0503,3,16.9297,9.07542
E00014756,4.82921,1b,8.79057,0
E00014757,10.9249,3,14.8993,9.13639
E00014758,11.9724,3,16.0518,9.39615
E00014759,4.74698,1b,6.11094,4.07709
E00014760,9.18141,2,13.8777,5.02579
E00014761,12.9316,3,14.3631,11.8196
E00014762,6.35267,2,9.40121,4.29874
E00014763,15.4482,4,16.391,14.2345
E00014764,4.34053,1b,4.9717,3.88244
E00014765,4.90215,1b,5.9926,3.90791
E00014766,4.48977,1b,5.09276,3.64755
E00014767,3.88642,1b,4.26484,3.50801
E00014768,12.3961,3,13.9731,10.147
E00014769,4.85474,1b,6.25038,3.4591
E00014770,16.3787,4,16.827,16.1195
E00014771,18.1463,4,20.8488,15.7286
E00014772,17.1455,4,19.9446,14.7659
E00014773,18.75,4,27.6272,13.4933
E00014774,15.3947,4,24.7288,10.3664
E00014775,21.7347,5,27.6895,7.51966
E00014776,27.2889,6a,28.2725,25.9137
E00014777,31.3448,6b,31.9748,30.7149
E00014778,3.83304,1b,4.30256,3.65031
E00014779,2.73707,1b,3.8173,0.813981
E00014780,3.56341,1b,4.54847,2.88246
E00014781,1.52828,1a,3.2134,0.762529
E00014782,10.8151,3,13.6026,7.61779
E00014783,3.9958,1b,6.45765,2.72381
E00014784,8.39585,2,10.9663,3.88209
E00014785,3.55117,1b,3.90728,3.17145
E00014786,5.57361,2,8.4957,2.82765
E00014787,6.42879,2,7.50263,4.05997
E00014788,7.36971,2,7.66558,7.08688
E00014789,9.03405,2,10.7603,7.30776
E00014790,6.67362,2,7.05309,6.29415
E00014791,11.3056,3,13.5835,10.0686
E00014792,14.2343,3,27.0744,7.44472
E00014794,6.35355,2,6.46435,6.26148
E00014795,16.7578,4,18.8352,14.6804
E00014796,8.44836,2,9.81524,6.06512
E00014797,15.2625,4,20.0664,10.5627
E00014798,30.4235,6b,31.4905,28.8992
E00014799,6.44167,2,6.44167,6.44167
E00014800,13.9626,3,29.7544,5.91153
E00014801,2.15879,1a,3.52376,0
E00014802,1.44823,1a,1.5318,1.35001
E00014803,6.46445,2,7.97254,5.74717
E00014804,5.27619,2,5.834,4.78199
E00014805,4.44891,1b,5.72117,2.89897
E00014806,5.65722,2,6.22272,5.10087
E00014807,2.19629,1a,4.16267,1.4504
E00014808,7.99921,2,8.54017,7.70177
E00014809,7.97828,2,8.06023,7.89632
E00014810,7.41646,2,9.52778,6.43013
E00014811,0.467942,1a,5.26666,0
E00014812,8.13728,2,9.12011,6.66528
E00014813,7.18034,2,8.50074,5.50018
E00014814,5.41041,2,7.53854,0
E00014815,1.36445,1a,4.89905,0
E00014816,2.35372,1a,5.42109,0
E00014817,5.30551,2,6.35733,4.25718
E00014818,7.17073,2,8.09322,5.71764
E00014819,4.84586,1b,4.84586,4.84586
E00014820,8.7154,2,10.0454,7.65841
E00014821,8.01628,2,10.1996,5.6877
E00014822,8.58124,2,9.06155,8.16601
E00014823,2.9608,1b,3.45722,2.52151
E00014824,6.4683,2,8.30958,5.02572
E00014825,7.50221,2,8.38515,5.89389
E00014826,8.56136,2,10.305,7.42024
E00014827,1.59129,1a,5.12856,0
E00014828,6.79806,2,7.73086,5.82512
E00014829,4.83783,1b,5.58661,3.11732
E00014830,2.78986,1b,4.53775,0
E00014831,5.60715,2,6.70716,2.4006
E00014832,7.35852,2,7.89197,6.74977
E00014833,6.91813,2,8.66264,5.44792
E00014834,5.18945,2,6.64463,4.14117
E00014835,4.55991,1b,6.54034,0
E00014836,5.93847,2,6.55813,5.34878
E00014837,4.16765,1b,5.78018,2.72618
E00014838,3.81392,1b,6.09736,2.57647
E00014839,6.51519,2,8.45464,5.70337
E00014840,1.43612,1a,1.56891,1.31684
E00014841,3.39546,1b,6.3867,1.33244
E00014842,6.38949,2,7.9433,4.31818
E00014843,4.37783,1b,6.8637,1.67182
E00014844,3.25611,1b,4.12604,2.69732
E00014845,5.56381,2,7.45479,3.87963
E00014846,3.1812,1b,4.09665,2.75265
E00014847,4.96232,1b,5.69899,4.12109
E00014848,5.1574,2,7.03149,3.96651
E00014849,5.37475,2,6.55992,3.85191
E00014850,0.571056,1a,5.79941,0
E00014851,5.84873,2,7.07825,5.37824
E00014852,2.47993,1a,5.92319,0
E00014853,6.0784,2,6.18065,5.97614
E00014854,4.36784,1b,7.26284,0
E00014855,1.70313,1a,8.08424,0
E00014856,2.69056,1b,9.2076,0
E00014857,5.16265,2,6.88302,1.32988
E00014858,0.811555,1a,6.33416,0
E00014859,4.57225,1b,6.22441,3.64921
E00014860,15.5251,4,18.1423,13.4744
E00014861,3.56283,1b,9.41977,0
E00014862,5.89012,2,6.72209,4.61841
E00014863,3.23656,1b,4.6389,1.88853
E00014865,13.6149,3,14.8694,12.0164
E00014866,3.34276,1b,5.14258,0
E00014867,13.9786,3,15.0118,12.9454
E00014868,16.2286,4,16.8338,15.2468
E00014869,5.97205,2,7.56077,4.97497
E00014870,3.19108,1b,5.47657,0
E00014871,4.03435,1b,4.81879,3.49716
E00014872,3.34947,1b,7.51005,0
E00014873,5.80482,2,5.80482,5.80482
E00014874,5.11794,2,6.19567,3.93967
E00014875,4.62242,1b,4.62242,4.62242
E00014876,1.43763,1a,5.67412,0
E00014877,2.44809,1a,4.41298,0
E00014878,4.09507,1b,6.86534,3.09771
E00014879,4.10394,1b,5.92657,3.05656
E00014880,5.11944,2,5.6938,4.54507
E00014881,1.60725,1a,5.22729,0
E00014882,6.74636,2,10.1235,4.36281
E00014883,4.03974,1b,4.03974,4.03974
E00014884,6.62356,2,9.88909,3.47406
E00014885,6.98391,2,10.8506,4.51206
E00014886,13.8948,3,15.3302,12.4594
E00014887,10.807,3,13.9814,7.25329
E00014888,4.47309,1b,14.7721,0
E00014889,2.73502,1b,3.45378,2.20791
E00014890,8.58164,2,9.49853,8.09507
E00014891,5.06746,2,5.58085,4.73937
E00014892,6.97593,2,9.12323,5.26113
E00014893,3.67713,1b,4.45575,2.84873
E00014894,9.67599,2,11.2652,8.14236
E00014895,10.0331,3,11.4963,8.93236
E00014896,1.63499,1a,3.26999,0
E00014897,9.99515,2,10.1821,9.80823
E00014898,9.169,2,9.52396,8.81405
E00014899,4.95373,1b,8.6037,2.87524
E00014900,2.56546,1b,3.71545,0
E00014901,2.97197,1b,4.37581,0
E00014902,4.32654,1b,7.42616,2.2899
E00014903,9.33754,2,11.7084,7.6407
E00014904,3.85255,1b,4.91427,2.5661
E00014905,4.30322,1b,8.78737,2.69675
E00014906,12.5915,3,13.5458,11.6372
E00014907,3.59963,1b,4.65459,2.90458
E00014908,8.64703,2,12.2997,3.03413
E00014909,6.70742,2,13.4286,3.15118
E00014910,8.7767,2,11.0903,7.33896
E00014911,3.32484,1b,4.06924,2.76482
E00014912,7.88456,2,9.01891,7.18771
E00014913,5.11285,2,7.17544,3.88004
E00014914,7.92089,2,9.11669,7.23808
E00014915,10.5143,3,11.7184,9.51934
E00014916,1.48411,1a,2.69357,0
E00014917,3.88199,1b,6.93875,2.19758
E00014918,3.69438,1b,5.58713,0
E00014919,11.5964,3,13.6746,10.4814
E00014920,3.39418,1b,3.65377,3.18586
E00014921,18.0394,4,25.1417,15.1999
E00014922,8.64434,2,11.8411,0
E00014923,29.5954,6a,35.3915,21.5863
E00014924,32.2346,6b,39.4403,26.933
E00014926,14.2985,3,23.7881,2.58436
E00014927,16.6973,4,22.4394,3.14539
E00014928,23.3439,5,37.9815,3.0559
E00014929,8.23236,2,12.0387,3.08177
E00014930,16.9604,4,25.5825,6.01893
E00014931,3.51277,1b,3.78198,3.21957
E00014932,14.273,3,18.5433,7.98109
E00014933,11.4941,3,12.5756,9.74129
E00014934,10.1613,3,10.8981,9.33433
E00014935,3.9941,1b,4.16495,3.82326
E00014936,7.17609,2,9.07428,3.4762
E00014937,6.22699,2,11.0552,3.64974
E00014938,13.6225,3,21.3001,10.2251
E00014939,12.6283,3,17.4954,7.76113
E00014940,9.06797,2,10.8949,7.24101
E00014941,10.0353,3,10.3303,9.74025
E00014942,18.2723,4,21.5164,11.1445
E00014943,17.8505,4,19.3499,16.3287
E00014944,20.4696,5,21.6141,19.3251
E00014945,14.4176,3,14.4245,14.4106
E00014946,16.3082,4,18.04,14.5157
E00014947,7.11488,2,13.9156,0
E00014948,37.5142,6b,43.7034,30.4771
E00014949,33.1446,6b,41.6969,13.0966
E00014950,8.87344,2,12.6963,6.24964
E00014951,12.8582,3,13.9641,11.9637
E00014952,3.87587,1b,4.08842,3.68075
E00014953,4.6774,1b,5.07025,4.28455
E00014954,19.3738,4,21.7614,15.9809
E00014955,27.775,6a,27.775,27.775
E00014956,17.7797,4,18.2187,16.8271
E00014957,28.7934,6a,29.802,27.7074
E00014958,20.0699,5,21.3159,17.5424
E00014959,13.5124,3,16.3328,10.6935
E00014960,28.8264,6a,35.897,20.0826
E00014961,13.9191,3,15.9062,11.5814
E00014962,3.16152,1b,3.16152,3.16152
E00014963,15.992,4,15.992,15.992
E00014964,17.8986,4,21.0427,12.2372
E00014965,4.78924,1b,5.08632,4.41222
E00014966,22.1651,5,29.8619,12.9656
E00014967,8.96265,2,13.0751,5.03746
E00014968,16.3331,4,16.3331,16.3331
E00014969,0,0,0,0
E00014970,4.16641,1b,4.16641,4.16641
E00014971,3.29907,1b,5.94362,0
E00014972,2.18432,1a,4.28574,0
E00014973,4.86682,1b,5.64304,4.0103
E00014974,5.13475,2,5.13475,5.13475
E00014975,2.69298,1b,3.76841,0
E00014976,8.47305,2,12.9085,4.03757
E00014977,2.35874,1a,4.24501,0
E00014978,4.98384,1b,6.84182,3.32153
E00014979,4.88684,1b,6.08844,3.56615
E00014980,5.88508,2,7.23563,4.3679
E00014981,11.1418,3,13.9322,7.10963
E00014982,5.71089,2,7.03897,4.3363
E00014983,8.93548,2,10.2404,5.6272
E00014984,7.59391,2,10.5408,5.29818
E00014985,4.49872,1b,5.7258,0
E00014986,10.123,3,10.7382,9.46476
E00014987,4.89042,1b,9.06626,0
E00014988,0,0,0,0
E00014989,5.60255,2,6.77873,3.70956
E00014990,6.58988,2,9.07263,5.28858
E00014991,5.78958,2,6.49983,5.26762
E00014992,5.05551,2,6.59517,2.26787
E00014993,6.54015,2,8.67764,4.39261
E00014994,0.77238,1a,1.58069,0
E00014995,5.14699,2,5.46062,4.79021
E00014996,6.70906,2,8.44972,4.16853
E00014997,6.41185,2,7.12817,5.94629
E00014998,5.70089,2,6.25487,5.38219
E00014999,8.20912,2,11.5045,6.5075
E00015000,2.77452,1b,5.36751,0
E00015001,6.54128,2,6.92522,5.63132
E00015002,9.24203,2,11.4916,5.76251
E00015003,3.68168,1b,6.20633,0
E00015004,7.00012,2,11.0144,2.95015
E00015005,9.70391,2,13.5038,7.35266
E00015006,7.34698,2,8.3148,6.66477
E00015007,10.1145,3,12.0985,9.09822
E00015008,7.04269,2,8.81687,5.49777
E00015009,1.32492,1a,3.36065,0
E00015010,10.7176,3,14.8777,8.99862
E00015011,10.485,3,14.8119,4.05285
E00015012,5.06317,2,5.9616,4.52822
E00015013,4.17817,1b,5.89334,2.24006
E00015014,6.7116,2,10.0832,4.06023
E00015015,6.57543,2,7.0477,5.93905
E00015016,5.81004,2,7.83758,4.39808
E00015017,4.71685,1b,8.77466,0.803813
E00015018,6.78644,2,11.101,4.59122
E00015019,16.141,4,17.7161,13.6499
E00015020,8.51463,2,10.5968,6.43242
E00015021,16.7134,4,17.3417,16.085
E00015022,11.5532,3,15.516,5.42107
E00015023,2.74283,1b,3.4843,0.874078
E00015024,6.63578,2,8.43236,5.79109
E00015025,1.34392,1a,3.92614,0
E00015026,11.8339,3,17.5252,9.00228
E00015027,8.27874,2,8.77528,7.69322
E00015028,1.27309,1a,5.44952,0
E00015029,4.65156,1b,8.6428,0.784842
E00015030,3.43923,1b,4.8621,2.11846
E00015031,2.88203,1b,6.51426,0.884232
E00015032,8.15907,2,11.7937,5.75995
E00015033,6.56023,2,10.8512,3.45241
E00015034,7.09115,2,10.0514,4.64867
E00015035,13.4186,3,13.5674,13.2698
E00015036,9.23718,2,14.7866,0
E00015037,3.57188,1b,4.71811,1.6935
E00015038,4.93116,1b,9.44223,3.47391
E00015039,18.4071,4,18.4071,18.4071
E00015041,17.9905,4,17.9905,17.9905
E00015042,11.1785,3,14.5892,7.76774
E00015043,3.05597,1b,3.26807,2.82994
E00015044,9.67389,2,14.3783,6.50583
E00015045,2.61236,1b,5.30671,0
E00015046,16.4176,4,19.4757,10.6312
E00015047,4.4867,1b,4.51071,4.46269
E00015048,5.7923,2,5.7923,5.7923
E00015049,14.6188,3,18.1747,9.28825
E00015050,18.2867,4,18.3301,18.2432
E00015051,20.0436,5,21.0044,18.6927
E00015052,20.5766,5,21.3627,19.7906
E00015053,19.6963,4,20.7429,18.688
E00015054,12.3425,3,16.2784,7.54507
E00015055,17.8082,4,18.4966,16.9211
E00015056,21.4988,5,22.4728,20.4441
E00015057,19.9735,4,19.9735,19.9735
E00015058,21.7883,5,22.5542,21.0225
E00015059,15.9707,4,16.0821,15.8594
E00015060,21.4138,5,21.4138,21.4138
E00015061,17.3236,4,17.3236,17.3236
E00015062,21.1158,5,21.3611,20.7312
E00015063,20.7423,5,20.7423,20.7423
E00015065,19.2503,4,19.2503,19.2503
E00015066,16.3706,4,18.2123,14.4585
E00015067,21.5822,5,25.2355,18.4271
E00015068,16.4257,4,18.2035,14.4962
E00015069,10.7007,3,11.1189,10.2825
E00015070,8.11854,2,9.16521,7.07188
E00015071,6.89214,2,7.34998,6.4343
E00015072,16.0018,4,18.7066,12.7032
E00015073,15.2228,4,17.5065,8.76362
E00015074,14.4832,3,15.5372,13.7738
E00015075,10.2888,3,15.5841,4.36565
E00015076,11.4333,3,17.2103,8.76619
E00015077,14.2565,3,18.7188,9.79417
E00015078,14.1533,3,14.3242,13.9824
E00015079,12.0702,3,12.0702,12.0702
E00015080,10.0695,3,11.0389,9.30058
E00015081,8.17916,2,12.2564,4.68565
E00015082,4.79571,1b,5.04937,4.45826
E00015083,1.30942,1a,4.99384,0
E00015084,8.65114,2,10.385,7.0759
E00015085,6.06937,2,8.77583,4.56025
E00015086,8.03523,2,8.14605,7.9244
E00015087,9.60249,2,11.3647,8.50092
E00015088,8.99866,2,9.32918,8.21995
E00015089,7.60998,2,8.50327,6.76968
E00015090,5.24601,2,6.5507,4.47305
E00015091,3.00659,1b,5.22742,0
E00015092,5.85022,2,7.7215,4.86217
E00015093,5.69063,2,7.99861,2.28672
E00015094,7.32076,2,8.19303,5.40234
E00015095,6.87479,2,9.76768,5.07232
E00015096,6.46621,2,6.75073,6.18168
E00015097,5.51361,2,5.88518,5.26169
E00015098,5.11881,2,7.65529,2.81895
E00015099,5.91504,2,7.76217,3.91424
E00015100,3.03291,1b,3.18032,2.7464
E00015101,18.7611,4,20.9252,14.5024
E00015102,15.5647,4,19.3603,11.769
E00015103,18.4406,4,20.0447,14.1663
E00015104,15.527,4,16.105,15.0371
E00015105,16.6545,4,17.1882,16.1209
E00015106,17.4667,4,19.067,15.0922
E00015107,14.0334,3,14.0334,14.0334
E00015108,3.25074,1b,5.12521,0
E00015109,2.72645,1b,3.45085,2.13974
E00015110,2.95708,1b,5.74878,0
E00015111,2.12748,1a,2.36348,2.00322
E00015112,1.36698,1a,4.10095,0
E00015113,4.95677,1b,6.25495,2.28861
E00015114,3.65306,1b,5.58696,2.53058
E00015115,4.18999,1b,5.22348,2.12866
E00015116,2.47984,1a,7.3964,0
E00015117,10.8772,3,12.5947,9.22629
E00015118,8.2595,2,12.1488,2.15984
E00015119,8.66855,2,11.4105,6.82934
E00015120,10.4708,3,12.8915,6.19717
E00015121,5.46044,2,6.87854,2.3427
E00015122,5.33138,2,6.71741,3.39295
E00015123,8.56821,2,9.00568,8.00151
E00015124,6.693,2,8.11418,5.33311
E00015125,3.65464,1b,5.18528,2.13085
E00015126,1.24584,1a,3.68051,0
E00015127,3.91135,1b,6.08386,2.61145
E00015128,3.10353,1b,3.57752,2.168
E00015129,4.1272,1b,4.1272,4.1272
E00015130,5.17096,2,7.00283,3.78357
E00015131,3.33265,1b,7.30766,0
E00015132,4.81917,1b,6.70715,0
E00015133,4.04877,1b,5.30224,1.97963
E00015134,1.96436,1a,3.23799,0
E00015135,2.34277,1a,2.9753,1.91626
E00015136,1.88164,1a,4.38343,0
E00015137,5.43824,2,7.16285,4.29501
E00015138,3.71486,1b,5.7496,0
E00015139,6.66098,2,8.90903,4.63752
E00015140,5.36988,2,6.53272,4.46313
E00015141,5.84232,2,6.79542,5.19122
E00015142,3.18122,1b,3.67209,2.71002
E00015143,2.33146,1a,2.3765,2.2633
E00015144,4.67225,1b,5.88302,3.98347
E00015145,3.31705,1b,5.53511,0
E00015146,5.57038,2,6.34416,4.67064
E00015147,4.72936,1b,4.99288,4.38802
E00015148,3.043,1b,3.63693,2.40034
E00015149,3.9059,1b,6.54398,2.29736
E00015150,3.78484,1b,4.73922,2.65914
E00015151,3.77611,1b,4.80933,2.81272
E00015152,4.49132,1b,5.39172,2.96828
E00015153,4.15323,1b,4.68426,2.90444
E00015154,3.63162,1b,4.26315,3.12252
E00015155,3.94422,1b,4.74488,3.16666
E00015156,3.95745,1b,4.41156,3.49692
E00015157,3.77379,1b,5.0091,2.8045
E00015158,3.58398,1b,4.54093,2.62704
E00015159,4.48101,1b,4.78311,4.18801
E00015160,4.36168,1b,8.28448,0
E00015161,5.40576,2,7.95888,3.7063
E00015162,7.96187,2,8.12819,7.79554
E00015163,7.98772,2,8.51099,7.46445
E00015164,5.38715,2,5.86793,4.80863
E00015165,4.79995,1b,5.5511,3.59854
E00015166,66.8462,6b,117.336,11.7683
E00015167,119.513,6b,127.541,115.1
E00015168,85.8793,6b,107.097,60.4138
E00015169,19.2587,4,19.2587,19.2587
E00015171,98.736,6b,101.246,96.2257
E00015172,102.397,6b,102.397,102.397
E00015173,116.308,6b,126.651,105.964
E00015175,117.055,6b,142.931,89.6315
E00015176,95.5311,6b,95.5311,95.5311
E00015178,125.388,6b,125.388,125.388
E00015179,120.206,6b,120.206,120.206
E00015180,108.701,6b,139.734,37.6269
E00015181,87.8221,6b,88.8172,86.8271
E00015182,120.307,6b,120.307,120.307
E00015183,41.0824,6b,71.8025,14.7129
E00015184,16.6903,4,19.852,10.7951
